1	3,275.88
10	865,22037.61
100	62,872.60
101	200,7489.59
102	425,10715.90
106	1389,25363.93
107	9,122.62
108	822,23272.51
109	2,114.73
11	433,10420.77
111	14,157.09
112	4012,62522.78
113	6,91.72
114	7,100.04
115	45,2659.21
116	8488,119852.65
117	270,13954.55
118	12,942.91
119	1023,23352.55
120	47,831.55
121	1038,22440.69
122	529,15027.42
123	1348,29141.41
124	335,9399.03
125	2,18.72
126	628,13342.85
127	1773,32490.97
128	88,1924.34
129	15757,197928.50
13	16,317.17
130	9783,173067.89
131	685,16887.61
132	41,1756.29
133	766,16319.70
134	5236,78517.03
135	671,14757.97
136	1237,30393.25
137	10,157.73
138	55,1852.69
139	394,13271.06
14	2150,59863.45
140	16,313.28
141	9,78.69
142	35,471.81
143	3,21.89
144	1,7.80
145	6564,108279.34
146	3198,41872.78
147	619,14994.15
148	5,69.65
149	1023,22406.67
15	152,4444.01
150	572,17495.71
151	1,14.69
152	4123,54373.44
153	210,2729.29
154	29,585.99
155	1433,35450.00
156	37,2474.26
157	376,8122.80
158	3,34.99
159	2095,34826.63
16	384,9899.28
160	352,7358.94
161	29,442.98
162	37,485.49
163	26,282.61
164	24,340.55
165	1672,36833.80
166	22031,289638.22
167	1173,24887.34
168	2028,36413.32
169	1169,24916.10
17	4373,70794.69
170	31,726.58
171	352,10757.84
172	6,358.53
173	1455,20879.66
174	1801,39776.25
175	246,7218.81
176	2,84.61
177	1493,32887.42
178	435,9617.19
179	4358,59300.95
18	1276,28588.84
180	220,6006.49
181	13774,204938.74
182	1716,33746.35
183	458,12677.47
184	67,1195.83
185	1088,21604.40
186	25,374.74
187	4,263.74
188	3684,73090.13
189	1671,26961.34
19	307,7955.42
190	385,6697.92
191	1029,31586.15
192	438,10044.26
193	1844,26562.21
194	25,466.02
195	778,20832.26
196	4746,72540.91
197	1604,51580.77
198	512,12008.73
20	649,14432.78
200	642,19538.04
201	50,2972.38
202	74,2781.23
203	352,12382.95
204	3,179.44
205	1443,44017.71
206	36,2370.45
207	8,161.06
208	641,15081.58
21	927,24070.07
210	3184,61890.21
211	6,70.60
212	1404,23475.46
213	2044,47596.19
214	12,782.87
215	1075,28597.82
216	1089,29897.04
217	664,11976.79
218	842,24051.54
219	298,11903.07
22	1106,30437.89
220	1377,30947.98
221	31,2110.17
222	1075,31957.59
223	10180,129540.27
224	1,9.36
225	3385,67513.45
226	4918,83781.93
227	727,20282.90
228	1221,31604.47
229	14,157.62
23	16,913.77
230	52,811.43
231	23,435.32
232	3,108.71
233	4,41.39
234	21,295.80
235	1540,37968.29
236	1377,17620.99
237	11,138.46
238	12,119.92
239	37,459.94
24	1836,21981.74
240	108,2592.02
241	741,16725.28
242	2729,53026.30
243	3173,61343.12
244	15421,287050.04
245	3,131.98
246	3,26.86
247	2241,35780.09
248	718,14597.94
249	11,101.56
25	12265,192574.58
250	1102,23583.93
251	25,1391.01
252	197,5886.72
253	18,810.68
254	1605,43005.61
255	10242,153612.24
256	3313,53669.06
257	635,13347.12
258	544,14788.32
259	732,21572.80
26	1990,45011.83
260	12006,151247.13
261	8,185.72
262	14,317.64
263	399,5483.21
264	415,5530.23
265	142,5712.36
27	1,30.45
28	849,19675.87
29	940,25035.81
3	665,17114.23
30	3,190.04
31	161,3380.73
32	1071,28838.98
33	14798,246770.81
34	153,2693.51
35	2629,60957.18
36	1578,32686.85
37	1854,39253.95
38	410,16323.44
39	2492,66805.83
4	2,30.06
40	3099,46269.50
41	33285,389040.19
42	20371,263056.59
43	7131,94280.00
44	3,217.96
45	3,38.72
46	66,3197.80
47	1006,22698.91
48	42,552.19
49	5743,91556.94
5	4,253.46
50	3,24.46
51	2032,61400.84
52	5653,77004.26
53	154,4383.36
54	191,4205.31
55	2007,70523.86
56	1346,27335.14
57	32,501.53
58	52,1069.15
59	55,1415.44
6	12,608.94
60	635,12375.40
61	6879,123255.63
62	1833,34499.09
63	571,14964.91
64	104,3229.26
65	14495,231055.76
66	10103,183276.84
67	476,11444.88
68	15,186.21
69	2478,47998.38
7	25721,299017.60
70	594,11710.90
71	1799,40120.09
72	2126,48540.20
73	140,3636.72
74	42681,548665.11
75	39889,516334.15
76	4248,111589.58
77	1063,25898.82
78	1220,28789.23
79	18,215.58
8	5,122.77
80	2856,54266.94
81	903,25004.17
82	24486,305723.05
83	3010,38807.92
84	7,550.27
85	1168,25665.56
86	294,17063.49
87	14,301.77
88	8,263.97
89	3127,70222.88
9	311,6933.18
90	12,159.50
91	2215,50870.76
92	4185,78821.64
93	191,4501.89
94	486,10076.50
95	16967,238960.63
96	28,715.82
97	17211,256579.21
98	211,6059.22
